,name,god_0,god_1,god_2,city,addr,religion,tel,principal,longitude,latitude,dist
194,九天玄女宮,九天玄女,,,新北市,中直路崩山巷9之3號,道教,02-22933177,馬黃敏婉,121.419479370117,25.1218719482422,五股區
195,聖南寺,釋迦牟尼佛,,,新北市,牡丹里聖南30號,佛教,02-24933332,湯玉兒,121.85710144043,25.0521793365479,雙溪區
196,三忠廟,文天祥,陸秀夫,張世傑,新北市,雙溪里長安街15號,道教,02-24933327,連隆盛,121.864700317383,25.0347595214844,雙溪區
197,雙溪聖龍宮,瑤池金母,,,新北市,外柑里10鄰三叉坑4之2號,道教,02-24934048,林宏茂,121.824722290039,25.0136737823486,雙溪區
198,龍華山大觀寺,釋迦牟尼佛,,,新北市,三港里雙澳路35之1號,佛教,02-24934920,鄭松明,121.868499755859,25.0513191223145,雙溪區
199,碧龍福德祠,福德正神,,,新竹縣,石潭村5鄰,道教,03-5928753,李阿愆,121.100769042969,24.7521991729736,芎林鄉
200,普照山大同寺,普庵祖師,,,新北市,店子里7鄰36號邊,佛教,02-26372118,鄭清波,121.506202697754,25.2063007354736,三芝區
201,福惠宮,三府王爺,,,新北市,圓山里石曹子坑51號,道教,02-26371161,吳健功,121.518997192383,25.2136192321777,三芝區
202,北聖宮,天上聖母,,,新北市,板南路123之1號,道教,02-22474798,林進益,121.501998901367,24.9924907684326,中和區
203,廣德堂,明明上帝,,,桃園市,東興里25鄰東興街117號,一貫道,03-4575011,謝德財,121.223991394043,24.9496078491211,中壢區
204,觀音巖,普庵祖師,,,新北市,公園街18號,佛教,02-24951292,林文喜,121.734596252441,25.0247993469238,平溪區
205,關渡萬善同公祠,地藏王菩薩,,,臺北市,一德里中央北路4段583巷10弄26號,道教,02-28955147,林福真,121.465698242188,25.1246395111084,北投區
206,寶纈禪寺,釋迦牟尼佛,,,新北市,集福里成泰路4段43號,佛教,02-22911632,林美月,121.456497192383,25.1117401123047,五股區
207,台北市松山五分埔福德宮,福德正神,,,臺北市,虎林街四育里47之3號,道教,02-27692247,陳永昌,121.576698303223,25.0476493835449,信義區
208,埤墘福德宮,福德正神,,,新北市,華江里莊敬路179號,道教,02-22521239,林朝枝,121.471099853516,25.0237503051758,板橋區
209,新北市烏來普陀山慈音精舍,普庵祖師,,,新北市,烏來里西羅岸路122號之5,佛教,02-26616397,陳東鍠,121.540000915527,24.8635807037354,烏來區
210,松山慈惠堂,瑤池金母,,,臺北市,中行里福德街251巷33號,道教,02-27261735,李郭葉子,121.587501525879,25.0365390777588,信義區
211,靈山禪林寺,釋迦牟尼佛,,,新北市,永定里藤寮坑2號,佛教,02-23818827,釋秋焱,121.702102661133,25.0089302062988,石碇區
212,添福宮,福德正神,,,新北市,茄苳里茄福街73巷8號,道教,02-86487124,廖豐文,121.673301696777,25.066219329834,汐止區
213,板橋庭天宮,關聖帝君,,,新北市,浮洲里大觀路一段28巷26號,道教,02-29668964,林明田,121.449996948242,25.009349822998,板橋區
214,菩提院,釋迦牟尼佛,,,新北市,漢生里光正街45巷17號,佛教,02-29657185,釋性定,121.461700439453,25.016529083252,板橋區
215,台北市文山區頂公館福德宮,福德正神,,,臺北市,公館街44之1號,道教,02-29343086,許朝杉,121.537696838379,25.0054492950439,文山區
216,天宇三三道合五化院母懿堂,瑤池金母,,,新北市,汐萬路三段66號,道教,02-26431133,陳榮宗,121.643997192383,25.0933494567871,汐止區
217,聖德宮,瑤池金母,,,新北市,勤進路193號,道教,02-26419933,王炎山,121.665214538574,25.0542049407959,汐止區
218,白雲福德宮,福德正神,,,新北市,白雲里水源路二段34號對面,道教,02-26421023,陳錦順,121.654800415039,25.0571193695068,汐止區
219,三重玄帝宮,玄天上帝,,,新北市,重陽路三段5巷8弄47號旁,道教,02-29835265,王明達,121.490196228027,25.0667705535889,三重區
220,龍雲宮,玄天上帝,,,新北市,永順里永安北路一段27巷58號旁,道教,02-22878704,余炳鑫,121.478073120117,25.0756320953369,三重區
221,大眾爺,老大公,,,基隆市,調和街301之106號,道教,02-24693042,張金土,121.799102783203,25.1243896484375,中正區
222,聖平宮,中壇元帥,,,基隆市,中正路656巷71弄30號之1,道教,02-24629458,吳文綜,121.768600463867,25.1493091583252,中正區
223,福林宮,福德正神,,,基隆市,環港街84號3樓,道教,02-24692364,蔡永源,121.792602539063,25.1409797668457,中正區
224,福惠宮,大眾爺,,,基隆市,八斗街122之1號,道教,02-24692614,許焜山,121.796401977539,25.1434707641602,中正區
225,福德宮,福德正神,,,新北市,西湖村1鄰13號旁,道教,-,陸宜芳,121.622657775879,25.2481956481934,金山區
226,台北霞海城隍廟,城隍爺,,,臺北市,永樂里迪化街1段61號,道教,02-25580346,陳文文,121.510101318359,25.0556201934814,大同區
227,福德祠,福德正神,,,臺北市,康寧路1段236號,道教,02-27900442,陳東源,121.596199035645,25.0779991149902,內湖區
228,東方寺,釋迦牟尼佛,,,臺北市,公館里永公路245巷24號,佛教,02-28616170,彭世珠,121.55899810791,25.1231803894043,士林區
229,士林街福德宮,福德正神,,,臺北市,義信里大南路138號,道教,02-28819326,陳中和,121.522903442383,25.0898609161377,士林區
230,鶯歌石萬善祠,福德正神,,,基隆市,樂利三街1之1號,道教,02-24312055,李財(逕予登,121.717399597168,25.1290893554688,安樂區
231,國家新城福德宮,福德正神,,,基隆市,樂利三街38巷13之4號,道教,02-24324239,戴勝雄,121.713203430176,25.1265106201172,安樂區
232,定國宮,天上聖母,,,基隆市,定國里定國街119巷65號,道教,02-24291933,廖龍雄,121.731597900391,25.1353092193604,安樂區
233,法藏寺,釋迦牟尼佛,,,臺北市,溫泉路林泉里156號,佛教,02-28912314,林珠,121.513496398926,25.1394100189209,北投區
234,內湖公舘庄武身開漳聖王廟,開漳聖王,,,臺北市,內湖路3段256巷8號,道教,02-27955342,林金榜,121.586502075195,25.0913791656494,內湖區
235,福德宮,福德正神,,,基隆市,東新街42之1號,道教,02-24564676,姚琴富,121.719017028809,25.0946483612061,七堵區
236,碧山巖開漳聖王廟,開漳聖王,,,臺北市,碧山里碧山路24號,道教,02-27963755,林明脩,121.587600708008,25.0973205566406,內湖區
237,屏山天元宮,關聖帝君,,,新北市,橫山56之2號,道教,02-26363837,陳淑貞,121.53589630127,25.2537403106689,三芝區
238,菩提禪寺,釋迦牟尼佛,,,基隆市,安一路100巷299號,佛教,02-24225645,林美絹,121.732597351074,25.1329708099365,安樂區
239,中埔福德宮,福德正神,,,基隆市,實踐里實踐路61之1號,道教,02-24528137,蔡旺璉,121.692687988281,25.0808448791504,七堵區
240,七堵福安宮,福德正神,,,基隆市,明德一路258號,道教,02-24561277,張世璿,121.710296630859,25.0955905914307,七堵區
241,草濫清水巖,清水祖師,,,基隆市,泰安里泰安路2巷10號,道教,02-24515515,李精江,121.711128234863,25.0873851776123,七堵區
242,潭墘樂墘宮,福德正神,,,新北市,安和里安平路99號,道教,02-89411342,呂芳齊,121.511100769043,24.9969806671143,中和區
243,三峽廣行宮,關聖帝君,,,新北市,龍埔里三樹路98巷187之1號,道教,02-26730131,黃騰霆,121.385147094727,24.941915512085,三峽區
244,金剛寺,阿彌陀佛,,,臺北市,劍潭里中山北路4段71巷2弄臨3號,佛教,02-28851890,陳添益,121.525901794434,25.0809192657471,中山區
245,萬聖堂,關聖帝君,,,桃園市,復興里環湖1段238巷57號,道教,03-4112137,曾振達,121.261108398438,24.8087482452393,大溪區
246,復興宮,開漳聖王,,,桃園市,復興里復興路二段287巷15號,道教,03-3888875,朱子明,121.310302734375,24.8257808685303,大溪區
247,紫皇天乙真慶宮,玄天上帝,,,新北市,舊城里中華路二段165巷33號,道教,02-26104373,陳文清,121.410697937012,25.1487598419189,八里區
248,台北五股坑朝天府,北府五王,,,新北市,民義里民義路一段255號之12,道教,02-22917458,翁水河,121.426399230957,25.0909996032715,五股區
249,霄裡玉元宮,玉皇大帝,,,桃園市,竹園里2鄰長興路756號,道教,03-3652098,段樹文,121.26439666748,24.9334506988525,八德區
250,青埔青昇宮,開漳聖王,,,桃園市,青埔里3鄰青溪路二段35號,道教,03-4531673,林永貴,121.222503662109,25.0156192779541,中壢區
251,海會禪苑,釋迦牟尼佛,,,新竹市,光鎮里13鄰南大路748巷3弄2號,佛教,03-5265686,陳米雲,120.964797973633,24.7899208068848,東區
252,靜修寺,燃燈佛,釋迦牟尼佛,彌勒佛,基隆市,華新二路97巷3號,佛教,02-24512689,許瑜容,121.664901733398,25.1034507751465,七堵區
253,基隆六堵代天府,五府千歲,,,基隆市,工建路104巷17之5號,道教,02-29514239,詹汝,121.702156066895,25.0908317565918,七堵區
254,慈雲岩,普庵祖師,,,新北市,圓通路367巷66號,佛教,02-22473525,張月,121.490798950195,24.9813194274902,中和區
255,大天府,玉皇大帝,,,新北市,添福里7鄰添福207號,道教,02-26931690,詹文質,121.38419342041,24.8923091888428,三峽區
256,八里代天府奉天宮,五府千歲,,,新北市,米倉里米倉26之1號,道教,02-26181966,陳春長,121.438903808594,25.1484107971191,八里區
257,三重安北宮,吳府千歲,,,新北市,五龍里民義路二段52巷27號之1,道教,02-22923726,謝明德,121.410797119141,25.1135997772217,五股區
258,桃園八德指玄宮,孚佑帝君,,,桃園市,指玄街66號,道教,03-3669941,邱創漢,121.309593200684,24.955207824707,八德區
259,天王宮,李靖托塔天王,,,基隆市,復興街60巷85號,道教,02-24242817,呂黃阿珠,121.751586914063,25.1244430541992,仁愛區
260,景山岩廟,神農大帝,,,基隆市,南榮路231巷33之3號,道教,02-24286871,陳志興(已死亡),121.743911743164,25.1214790344238,仁愛區
261,永勝慈惠堂,瑤池金母,,,新北市,國隆里大同北路54巷10號,道教,02-29832017,蘇來傳,121.493797302246,25.063570022583,三重區
262,松湖宮,天上聖母,,,基隆市,中正路182巷24之3號,道教,02-24260660,陳榮興,121.755531311035,25.1383285522461,中正區
263,福泉庵,釋迦牟尼佛,,,基隆市,新豐街12號,佛教,02-24621501,釋心嚴,121.789031982422,25.1421203613281,中正區
264,仁德宮,天上聖母,,,桃園市,田心村29鄰30號,道教,03-3866259,黃興隆,121.196403503418,25.0576820373535,大園區
265,水濂洞梵音寺,釋迦牟尼佛,,,新竹縣,七星村14鄰61號,佛教,03-5800862,陳源明,121.025398254395,24.6548099517822,峨眉鄉
266,金龍聖殿,普庵祖師,,,新竹縣,錦山里12鄰錦山138號,道教,03-5478787,蘇柏宇,121.271614074707,24.7695636749268,關西鎮
267,清雲殿,神農大帝,,,新北市,灣潭4號,道教,02-87126708,馮明祥,121.676048278809,24.9319820404053,坪林區
268,準提寺,準提菩薩,,,基隆市,安一路278巷62弄64號,佛教,02-24225828,陳秀葉,121.728996276855,25.1334705352783,安樂區
269,寶明寺,釋迦牟尼佛,,,基隆市,南榮路463巷36號,佛教,02-24226627,何美玉,121.746109008789,25.1160545349121,仁愛區
270,順安宮,福德正神,,,基隆市,南榮路269巷28號,道教,02-24245054,陳芳國(暫代),121.743980407715,25.120454788208,仁愛區
271,天后宮,天上聖母,,,基隆市,和一路84巷16號,道教,02-24625061,賴澄龍,121.766647338867,25.1555480957031,中正區
272,台北市士林區合誠宮,開漳聖王,,,臺北市,平等里平菁街106巷6之1號,道教,02-28616866,徐明忠,121.575500488281,25.1275196075439,士林區
273,廣明寺,普庵祖師,,,臺北市,延平北路６段社園里116巷13號,佛教,02-28127061,李悟和,121.501197814941,25.0911903381348,士林區
274,福興宮,福德正神,,,臺北市,福興路5號,道教,02-29309628,高昌倫,121.551399230957,25.0022602081299,文山區
275,應天宮,關聖帝君,,,桃園市,新興村7鄰16之10號,道教,03-4771242,溫福昭,121.097396850586,25.0065288543701,觀音區
276,無極天明宮,玉皇大帝,,,新北市,格頭里北宜路五段火燒樟巷9之1號,道教,02-26651709,黃阿寬,121.626449584961,24.9556369781494,石碇區
277,宜興福德宮,福德正神,,,新北市,宜興里林森街70號,道教,02-26603305,闕壯昇,121.623001098633,25.0404891967773,汐止區
278,明月寺,釋迦牟尼佛,,,基隆市,仁一路7巷9弄18號,佛教,02-24262080,李春福,121.755699157715,25.1273002624512,信義區
279,關聖宮,關聖帝君,,,新竹縣,員山村建興路一段202號,道教,03-5594613,謝英旭,120.994316101074,24.8828105926514,新豐鄉
280,五台殿,大德禪師,,,基隆市,正光里自治街18鄰37號,道教,02-24565108,雷國清,121.713684082031,25.0955543518066,七堵區
281,南山慈惠堂,瑤池金母,,,新北市,內南里38鄰興南路二段399巷112號,道教,02-29425382,呂麗雪,121.500518798828,24.9767761230469,中和區
282,台北佛教淨業林,阿彌陀佛,,,新北市,介壽路2段138巷1弄168號,佛教,02-26712882,吳淑玲,121.402603149414,24.9266395568848,三峽區
283,隆恩埔福恩宮,福德正神,,,新北市,隆恩街110巷17號,道教,-,陳正松,121.365440368652,24.9472713470459,三峽區
284,晧月精舍,阿彌陀佛,,,桃園市,美華里3鄰復興路1段39巷211弄60號,佛教,03-3889519,周玉英,121.297500610352,24.8732795715332,大溪區
285,洲子芳洲祠,福德正神,,,新北市,西雲路12巷1號之1,道教,02-22920501,陳永堅,121.443099975586,25.090160369873,五股區
286,南天宮,三官大帝,,,新北市,五湖里南勢湖69號,道教,02-24982588,陳金城,121.616798400879,25.2146091461182,金山區
287,淨光寺,釋迦牟尼佛,,,臺北市,天母里中山北路7段190巷113之3號,佛教,02-28718214,詹舜華,121.537300109863,25.1280002593994,士林區
288,基隆市中山區協和宮,福德正神,天上聖母,,基隆市,文化路10巷8之3號,道教,02-24289518,蔡佳富,121.737075805664,25.1511707305908,中山區
289,福德宮,福德正神,,,基隆市,中崙里基金二路1巷8之1號,道教,02-24310272,吳伯宗(暫代),121.702796936035,25.1425590515137,安樂區
290,大雲碧仙寺,釋迦牟尼佛,,,桃園市,華勛里8鄰華勛街208巷38弄26號,佛教,03-4657973,吳德久,121.259399414063,24.9489822387695,中壢區
291,福興宮,福德正神,,,基隆市,中華路69號,道教,02-24294870,陳仁傑,121.738296508789,25.1465606689453,中山區
292,協安宮,五府千歲,,,基隆市,協和街167之1號,道教,02-24277672,童再添,121.732803344727,25.1584091186523,中山區
293,北投天寶聖道宮,玉皇大帝,,,臺北市,林泉里幽雅路杏林巷5之1號,道教,02-28956003,陳科稦,121.518898010254,25.1382503509521,北投區
294,福山巖顯應廟,顯應祖師,,,新北市,福山里民權街2段121號,道教,02-26401827,林鴻坤,121.618797302246,25.0463790893555,汐止區
295,褒忠祠,義民,,,桃園市,義民里14鄰復旦路2段23巷8號,道教,03-4932246,宋隆虎,121.205001831055,24.9473896026611,平鎮區
296,財團法人軒轅教,軒轅黃帝,,,臺北市,歸綏街79號之6,軒轅教,02-2388,熊芳信,121.51668548584,25.0590438842773,大同區
297,五指山觀音寺,普庵祖師,,,新竹縣,瑞峰里4鄰94號,佛教,03-5801429,黃月星,121.094100952148,24.6483192443848,竹東鎮
298,霹靂宮,五雷元帥,,,新北市,中原里永和路514號,道教,02-22220989,廖江雄,121.482398986816,25.0123100280762,中和區
299,武聖宮,關聖帝君,,,新北市,中正路二段85號,道教,02-26735647,林友義,121.366722106934,24.9178371429443,三峽區
300,慈慧寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,添福里添福195之1號,佛教,02-26721550,林金蓮,121.386703491211,24.8938808441162,三峽區
301,新福宮,福德正神,,,臺北市,中山里新生北路2段62巷33號,道教,02-25631982,洪煌龍,121.52619934082,25.0575294494629,中山區
302,和福宮,福德正神,,,桃園市,埔頂路一段410號,道教,03-3802836,李柏坊,121.276260375977,24.9042224884033,大溪區
303,忠魂堂,釋迦牟尼佛,,,桃園市,普濟路132號,佛教,03-3882308,簡安申,121.286483764648,24.8869934082031,大溪區
304,南嶽宮,南嶽聖侯,,,新北市,下罟里下罟子臨8-3號,道教,02-26101139,鄭康忠,121.388000488281,25.1417407989502,八里區
305,開臺天后宮,天上聖母,,,新北市,龍米路二段191號,道教,02-26108500,張金貴,121.434097290039,25.1581993103027,八里區
306,法源講寺,釋迦牟尼佛,,,新竹市,高峰里17鄰高峰路236號,佛教,03-5215302,葉秀月,120.976501464844,24.7846908569336,東區
307,新豐宮,三山國王,,,新竹縣,新城村5鄰新湖路5段326號,道教,03-5762056,彭鼎煌,120.965896606445,24.7309055328369,寶山鄉
308,楊公廟,楊府真人,,,新竹縣,富興村9鄰23-1號,道教,03-5806846,羅逢森,120.980499267578,24.6876792907715,峨眉鄉
309,福德祠,福德正神,,,新竹縣,福興村7鄰43號,道教,03-5993949,范賢妹,121.035194396973,24.9415950775146,新豐鄉
310,普元宮,清府王爺,,,新竹縣,坡頭村6鄰95之7號,道教,03-5680379,李錦珍,120.977600097656,24.9249153137207,新豐鄉
311,光淨寺,釋迦牟尼佛,,,臺北市,興隆路4段1巷88號,佛教,02-29395086,張再綿,121.558799743652,24.9878406524658,文山區
